City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
632,Goose Creek,US,84.09,Clouds,32.981,-80.0326,"Holiday Inn Express & Suites Charleston-North, an IHG Hotel"
633,Tsabong,BW,86.29,Clouds,-26.0217,22.401,Springbok Motel
636,Palencia,ES,69.8,Clear,42.4167,-4.5,Hotel Area de Servicio Los Chopos
637,Puri,IN,81.12,Rain,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
639,Richards Bay,ZA,70.97,Clear,-28.783,32.0377,BON Hotel Waterfront Richards Bay
640,Bowen,AU,72.75,Clear,-20.0167,148.2333,Castle Motor Lodge Motel
641,Qena,EG,81.64,Clear,26.1615,32.7183,"Grand hotel ""Quena"""
643,Cudahy,US,87.06,Haze,33.9606,-118.1853,Quality Inn & Suites Bell Gardens-Los Angeles
645,Ankazoabo,MG,78.8,Clouds,-22.2833,44.5167,ENCEIN BUREAU CISCO
646,Namatanai,PG,78.69,Rain,-3.6667,152.4333,Seagulls Inn Namatani
647,Praia,CV,86.54,Clouds,14.9215,-23.5087,LT Aparthotel
649,Cap Malheureux,MU,71.47,Clouds,-19.9842,57.6142,Pereybere Hotel & Spa
650,Lasa,IT,65.28,Clouds,46.6166,10.7002,Pension Feldgärtenhof
651,Ranong,TH,77.94,Clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
653,Bafq,IR,69.57,Clear,31.6128,55.4107,Alamdar Hotel
655,Edd,ER,88.92,Clouds,13.9297,41.6925,
656,Karaton,ID,73.9,Rain,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
657,Providencia,MX,88.05,Clouds,28.7167,-111.5833,
658,Kaoma,ZM,73.42,Clear,-14.7833,24.8,KAOMA AIRPORT
660,Buin,CL,70.43,Clear,-33.7333,-70.75,Paihuen
662,Charters Towers,AU,67.89,Clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
667,Vangaindrano,MG,67.41,Clear,-23.35,47.6,Hotel Fanilo
668,Port Blair,IN,80.64,Mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
669,Diapaga,BF,83.41,Clouds,12.0708,1.7889,Hôtel GACILIE
670,Nyimba,ZM,82.83,Clear,-14.5566,30.8149,Dali Dali Lodge
672,Saint-Francois,FR,60.24,Clear,46.4154,3.9054,Maison Vin d'Hus
673,Babu,CN,67.93,Clouds,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
676,Kingaroy,AU,62.64,Rain,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
678,Mashhad,IR,60.94,Clear,36.297,59.6062,Khanye Sabz Hotel
680,Wiset Chai Chan,TH,75.42,Clouds,14.5989,100.3617,Wiset Inn Hotel
682,Bose,IT,64.76,Rain,45.4612,8.0137,Locanda Borgo Antico
685,Ranchi,IN,73.51,Haze,23.35,85.3333,"Radisson Blu Hotel, Ranchi"
687,Akyab,MM,81.39,Clouds,20.15,92.9,ဟိုတယ် မန်မိုရီ
688,Ratnagiri,IN,76.71,Clouds,16.9833,73.3,Hotel Landmark
